Date,9:30 Open,9:30 Close,9:45 Close,10:30 Close,Market Close,Gap %,Gap Bucket,Direction,VWAP Pos,Rev Prob,Cell Count,Trade,Entry,Exit_945,Price Chg_945,Price Chg %_945,Result_945,Exit_1030,Price Chg_1030,Price Chg %_1030,Result_1030,Exit_Close,Price Chg_Close,Price Chg %_Close,Result_Close
2024-06-03,$529.02,$528.67,$527.92,$527.34,$527.77,0.15%,Small,Bear,Below VWAP,0.53,79,SKIP,$528.67,$527.92,$-0.75,-0.14%,N/A,$527.34,$-1.33,-0.25%,N/A,$527.77,$-0.90,-0.17%,N/A
2024-06-04,$526.46,$526.41,$526.49,$527.19,$528.35,-0.20%,Medium,Bear,Above VWAP,0.50,14,SKIP,$526.41,$526.49,$+0.08,+0.02%,N/A,$527.19,$+0.78,+0.15%,N/A,$528.35,$+1.94,+0.37%,N/A
2024-06-05,$530.77,$530.23,$530.08,$530.62,$534.65,0.32%,Medium,Bear,Above VWAP,0.50,14,SKIP,$530.23,$530.08,$-0.15,-0.03%,N/A,$530.62,$+0.39,+0.07%,N/A,$534.65,$+4.42,+0.83%,N/A
2024-06-06,$534.98,$535.40,$534.35,$534.86,$534.63,0.00%,Small,Bull,Above VWAP,0.48,99,SKIP,$535.40,$534.35,$-1.05,-0.20%,N/A,$534.86,$-0.54,-0.10%,N/A,$534.63,$-0.77,-0.14%,N/A
2024-06-07,$533.66,$533.74,$534.04,$535.97,$533.96,-0.16%,Small,Bull,Above VWAP,0.48,99,SKIP,$533.74,$534.04,$+0.30,+0.06%,N/A,$535.97,$+2.24,+0.42%,N/A,$533.96,$+0.23,+0.04%,N/A
2024-06-10,$533.18,$532.85,$533.09,$533.54,$535.65,-0.03%,Small,Bear,Below VWAP,0.53,79,SKIP,$532.85,$533.09,$+0.24,+0.05%,N/A,$533.54,$+0.69,+0.13%,N/A,$535.65,$+2.80,+0.53%,N/A
2024-06-11,$534.07,$533.21,$532.76,$534.27,$536.91,-0.20%,Medium,Bear,Below VWAP,0.59,85,CALL,$533.21,$532.76,$-0.45,-0.08%,LOSS,$534.27,$+1.06,+0.20%,WIN,$536.91,$+3.70,+0.69%,WIN
2024-06-12,$541.63,$542.67,$542.69,$543.10,$541.34,0.86%,Large,Bull,Above VWAP,0.42,48,SKIP,$542.67,$542.69,$+0.02,+0.00%,N/A,$543.10,$+0.42,+0.08%,N/A,$541.34,$-1.33,-0.25%,N/A
2024-06-13,$543.15,$542.62,$541.99,$540.89,$542.40,0.17%,Small,Bear,Below VWAP,0.53,79,SKIP,$542.62,$541.99,$-0.63,-0.12%,N/A,$540.89,$-1.73,-0.32%,N/A,$542.40,$-0.22,-0.04%,N/A
2024-06-14,$540.88,$541.33,$541.53,$540.51,$542.73,-0.30%,Medium,Bull,Above VWAP,0.46,71,SKIP,$541.33,$541.53,$+0.20,+0.04%,N/A,$540.51,$-0.82,-0.15%,N/A,$542.73,$+1.40,+0.26%,N/A
2024-06-17,$542.08,$542.18,$542.10,$542.68,$547.05,-0.14%,Small,Bull,Above VWAP,0.48,99,SKIP,$542.18,$542.10,$-0.08,-0.01%,N/A,$542.68,$+0.50,+0.09%,N/A,$547.05,$+4.87,+0.90%,N/A
2024-06-18,$547.16,$547.86,$547.53,$547.32,$548.49,-0.07%,Small,Bull,Above VWAP,0.48,99,SKIP,$547.86,$547.53,$-0.33,-0.06%,N/A,$547.32,$-0.54,-0.10%,N/A,$548.49,$+0.63,+0.11%,N/A
2024-06-20,$549.44,$549.95,$549.61,$549.02,$546.95,0.12%,Small,Bull,Above VWAP,0.48,99,SKIP,$549.95,$549.61,$-0.34,-0.06%,N/A,$549.02,$-0.93,-0.17%,N/A,$546.95,$-3.00,-0.55%,N/A
2024-06-21,$544.40,$543.87,$543.85,$543.98,$544.12,-0.51%,Large,Bear,Below VWAP,0.47,55,SKIP,$543.87,$543.85,$-0.02,-0.00%,N/A,$543.98,$+0.11,+0.02%,N/A,$544.12,$+0.25,+0.05%,N/A
2024-06-24,$544.33,$543.90,$545.65,$545.42,$542.65,-0.01%,Small,Bear,Below VWAP,0.53,79,SKIP,$543.90,$545.65,$+1.75,+0.32%,N/A,$545.42,$+1.51,+0.28%,N/A,$542.65,$-1.25,-0.23%,N/A
2024-06-25,$543.99,$543.67,$543.10,$543.83,$544.78,0.17%,Small,Bear,Below VWAP,0.53,79,SKIP,$543.67,$543.10,$-0.57,-0.11%,N/A,$543.83,$+0.16,+0.03%,N/A,$544.78,$+1.11,+0.20%,N/A
2024-06-26,$543.69,$543.64,$544.12,$544.08,$545.52,-0.18%,Small,Bear,Below VWAP,0.53,79,SKIP,$543.64,$544.12,$+0.48,+0.09%,N/A,$544.08,$+0.44,+0.08%,N/A,$545.52,$+1.88,+0.35%,N/A
2024-06-27,$545.37,$546.66,$546.11,$546.51,$546.35,0.26%,Medium,Bull,Above VWAP,0.46,71,SKIP,$546.66,$546.11,$-0.55,-0.10%,N/A,$546.51,$-0.15,-0.03%,N/A,$546.35,$-0.31,-0.06%,N/A
2024-06-28,$547.16,$547.88,$548.05,$549.46,$544.09,0.01%,Small,Bull,Above VWAP,0.48,99,SKIP,$547.88,$548.05,$+0.17,+0.03%,N/A,$549.46,$+1.58,+0.29%,N/A,$544.09,$-3.79,-0.69%,N/A
2024-07-01,$545.63,$545.08,$544.77,$543.44,$545.37,0.09%,Small,Bear,Below VWAP,0.53,79,SKIP,$545.08,$544.77,$-0.31,-0.06%,N/A,$543.44,$-1.64,-0.30%,N/A,$545.37,$+0.29,+0.05%,N/A
2024-07-02,$543.70,$545.16,$545.12,$545.30,$548.97,-0.22%,Medium,Bull,Above VWAP,0.46,71,SKIP,$545.16,$545.12,$-0.03,-0.01%,N/A,$545.30,$+0.14,+0.03%,N/A,$548.97,$+3.81,+0.70%,N/A
2024-07-03,$548.69,$549.27,$549.58,$549.60,$551.20,0.08%,Small,Bull,Above VWAP,0.48,99,SKIP,$549.27,$549.58,$+0.31,+0.06%,N/A,$549.60,$+0.33,+0.06%,N/A,$551.20,$+1.93,+0.35%,N/A
2024-07-05,$551.77,$552.22,$552.53,$552.57,$554.70,0.11%,Small,Bull,Above VWAP,0.48,99,SKIP,$552.22,$552.53,$+0.31,+0.06%,N/A,$552.57,$+0.35,+0.06%,N/A,$554.70,$+2.48,+0.45%,N/A
2024-07-08,$555.44,$555.84,$556.02,$555.12,$555.34,0.24%,Medium,Bull,Above VWAP,0.46,71,SKIP,$555.84,$556.02,$+0.18,+0.03%,N/A,$555.12,$-0.73,-0.13%,N/A,$555.34,$-0.50,-0.09%,N/A
2024-07-09,$556.26,$556.47,$556.67,$556.64,$555.85,-0.03%,Small,Bull,Above VWAP,0.48,99,SKIP,$556.47,$556.67,$+0.20,+0.04%,N/A,$556.64,$+0.17,+0.03%,N/A,$555.85,$-0.62,-0.11%,N/A
2024-07-10,$557.07,$557.01,$557.28,$557.14,$561.26,0.19%,Small,Bear,Below VWAP,0.53,79,SKIP,$557.01,$557.28,$+0.27,+0.05%,N/A,$557.14,$+0.13,+0.02%,N/A,$561.26,$+4.25,+0.76%,N/A
2024-07-11,$561.44,$561.96,$561.95,$559.16,$556.42,0.07%,Small,Bull,Above VWAP,0.48,99,SKIP,$561.96,$561.95,$-0.01,-0.00%,N/A,$559.16,$-2.80,-0.50%,N/A,$556.42,$-5.54,-0.99%,N/A
2024-07-12,$557.63,$557.58,$558.88,$561.06,$559.90,0.22%,Medium,Bear,Above VWAP,0.50,14,SKIP,$557.58,$558.88,$+1.30,+0.23%,N/A,$561.06,$+3.48,+0.62%,N/A,$559.90,$+2.32,+0.42%,N/A
2024-07-15,$562.03,$561.87,$561.92,$563.23,$561.49,0.40%,Medium,Bear,Below VWAP,0.59,85,CALL,$561.87,$561.92,$+0.05,+0.01%,WIN,$563.23,$+1.36,+0.24%,WIN,$561.49,$-0.38,-0.07%,LOSS
2024-07-16,$562.87,$563.11,$563.08,$563.30,$564.85,0.11%,Small,Bull,Above VWAP,0.48,99,SKIP,$563.11,$563.08,$-0.03,-0.01%,N/A,$563.30,$+0.19,+0.03%,N/A,$564.85,$+1.74,+0.31%,N/A
2024-07-17,$558.80,$559.46,$559.88,$558.83,$556.95,-0.99%,Large,Bull,Below VWAP,0.29,7,SKIP,$559.46,$559.88,$+0.42,+0.08%,N/A,$558.83,$-0.62,-0.11%,N/A,$556.95,$-2.50,-0.45%,N/A
2024-07-18,$558.51,$558.00,$558.85,$556.27,$552.66,0.08%,Small,Bear,Below VWAP,0.53,79,SKIP,$558.00,$558.85,$+0.85,+0.15%,N/A,$556.27,$-1.73,-0.31%,N/A,$552.66,$-5.34,-0.96%,N/A
2024-07-19,$552.42,$552.90,$552.99,$550.66,$548.93,-0.21%,Medium,Bull,Below VWAP,0.00,4,SKIP,$552.90,$552.99,$+0.09,+0.02%,N/A,$550.66,$-2.24,-0.41%,N/A,$548.93,$-3.97,-0.72%,N/A
2024-07-22,$553.00,$553.53,$552.66,$554.35,$554.65,0.72%,Large,Bull,Above VWAP,0.42,48,SKIP,$553.53,$552.66,$-0.87,-0.16%,N/A,$554.35,$+0.82,+0.15%,N/A,$554.65,$+1.12,+0.20%,N/A
2024-07-23,$554.54,$555.62,$555.52,$555.37,$553.72,0.05%,Small,Bull,Above VWAP,0.48,99,SKIP,$555.62,$555.52,$-0.10,-0.02%,N/A,$555.37,$-0.25,-0.04%,N/A,$553.72,$-1.90,-0.34%,N/A
2024-07-24,$548.86,$547.94,$546.76,$545.49,$541.21,-0.45%,Medium,Bear,Below VWAP,0.59,85,CALL,$547.94,$546.76,$-1.18,-0.22%,LOSS,$545.49,$-2.45,-0.45%,LOSS,$541.21,$-6.73,-1.23%,LOSS
2024-07-25,$541.35,$540.90,$539.86,$541.30,$538.34,-0.20%,Medium,Bear,Above VWAP,0.50,14,SKIP,$540.90,$539.86,$-1.04,-0.19%,N/A,$541.30,$+0.40,+0.07%,N/A,$538.34,$-2.56,-0.47%,N/A
2024-07-26,$542.28,$543.00,$542.90,$542.46,$544.38,0.55%,Large,Bull,Above VWAP,0.42,48,SKIP,$543.00,$542.90,$-0.10,-0.02%,N/A,$542.46,$-0.54,-0.10%,N/A,$544.38,$+1.38,+0.25%,N/A
2024-07-29,$546.02,$546.00,$546.63,$545.37,$544.76,0.32%,Medium,Bear,Above VWAP,0.50,14,SKIP,$546.00,$546.63,$+0.63,+0.12%,N/A,$545.37,$-0.63,-0.12%,N/A,$544.76,$-1.24,-0.23%,N/A
2024-07-30,$546.26,$546.59,$546.25,$544.45,$541.91,0.52%,Large,Bull,Above VWAP,0.42,48,SKIP,$546.59,$546.25,$-0.34,-0.06%,N/A,$544.45,$-2.13,-0.39%,N/A,$541.91,$-4.68,-0.86%,N/A
2024-07-31,$548.98,$547.76,$548.74,$550.62,$550.44,1.15%,Large,Bear,Below VWAP,0.47,55,SKIP,$547.76,$548.74,$+0.98,+0.18%,N/A,$550.62,$+2.86,+0.52%,N/A,$550.44,$+2.68,+0.49%,N/A
2024-08-01,$552.57,$554.58,$554.04,$548.70,$543.04,-0.16%,Small,Bull,Above VWAP,0.48,99,SKIP,$554.58,$554.04,$-0.54,-0.10%,N/A,$548.70,$-5.88,-1.06%,N/A,$543.04,$-11.54,-2.08%,N/A
2024-08-02,$535.75,$536.19,$534.13,$529.69,$532.98,-0.99%,Large,Bull,Above VWAP,0.42,48,SKIP,$536.19,$534.13,$-2.06,-0.38%,N/A,$529.69,$-6.50,-1.21%,N/A,$532.98,$-3.21,-0.60%,N/A
2024-08-05,$511.64,$514.11,$515.22,$516.21,$517.41,-3.69%,Large,Bull,Above VWAP,0.42,48,SKIP,$514.11,$515.22,$+1.11,+0.22%,N/A,$516.21,$+2.10,+0.41%,N/A,$517.41,$+3.30,+0.64%,N/A
2024-08-06,$519.22,$518.53,$521.89,$524.96,$522.19,-0.71%,Large,Bear,Below VWAP,0.47,55,SKIP,$518.53,$521.89,$+3.36,+0.65%,N/A,$524.96,$+6.43,+1.24%,N/A,$522.19,$+3.66,+0.71%,N/A
2024-08-07,$528.47,$529.85,$531.01,$530.09,$518.65,1.64%,Large,Bull,Above VWAP,0.42,48,SKIP,$529.85,$531.01,$+1.16,+0.22%,N/A,$530.09,$+0.25,+0.05%,N/A,$518.65,$-11.20,-2.11%,N/A
2024-08-08,$523.91,$522.98,$525.04,$527.22,$530.63,1.54%,Large,Bear,Above VWAP,0.56,16,SKIP,$522.98,$525.04,$+2.06,+0.39%,N/A,$527.22,$+4.24,+0.81%,N/A,$530.63,$+7.65,+1.46%,N/A
2024-08-09,$529.81,$529.25,$529.27,$530.13,$532.91,-0.33%,Medium,Bear,Below VWAP,0.59,85,CALL,$529.25,$529.27,$+0.02,+0.00%,WIN,$530.13,$+0.88,+0.17%,WIN,$532.91,$+3.66,+0.69%,WIN
2024-08-12,$534.21,$532.04,$531.41,$534.64,$533.25,0.23%,Medium,Bear,Below VWAP,0.59,85,CALL,$532.04,$531.41,$-0.63,-0.12%,LOSS,$534.64,$+2.60,+0.49%,WIN,$533.25,$+1.21,+0.23%,WIN
2024-08-13,$536.53,$537.59,$537.78,$537.68,$542.00,0.61%,Large,Bull,Above VWAP,0.42,48,SKIP,$537.59,$537.78,$+0.19,+0.04%,N/A,$537.68,$+0.09,+0.02%,N/A,$542.00,$+4.41,+0.82%,N/A
2024-08-14,$542.85,$541.65,$541.49,$541.19,$543.78,0.17%,Small,Bear,Below VWAP,0.53,79,SKIP,$541.65,$541.49,$-0.16,-0.03%,N/A,$541.19,$-0.46,-0.08%,N/A,$543.78,$+2.13,+0.39%,N/A
2024-08-15,$549.50,$549.28,$550.17,$550.89,$553.07,1.06%,Large,Bear,Above VWAP,0.56,16,SKIP,$549.28,$550.17,$+0.89,+0.16%,N/A,$550.89,$+1.61,+0.29%,N/A,$553.07,$+3.78,+0.69%,N/A
2024-08-16,$551.42,$551.96,$552.27,$552.51,$554.21,-0.38%,Medium,Bull,Above VWAP,0.46,71,SKIP,$551.96,$552.27,$+0.31,+0.06%,N/A,$552.51,$+0.55,+0.10%,N/A,$554.21,$+2.25,+0.41%,N/A
2024-08-19,$554.73,$555.17,$554.98,$555.60,$559.56,0.15%,Small,Bull,Above VWAP,0.48,99,SKIP,$555.17,$554.98,$-0.19,-0.03%,N/A,$555.60,$+0.43,+0.08%,N/A,$559.56,$+4.39,+0.79%,N/A
2024-08-20,$559.15,$560.10,$560.75,$557.98,$558.62,-0.03%,Small,Bull,Above VWAP,0.48,99,SKIP,$560.10,$560.75,$+0.64,+0.12%,N/A,$557.98,$-2.12,-0.38%,N/A,$558.62,$-1.48,-0.26%,N/A
2024-08-21,$559.77,$560.02,$560.35,$561.81,$560.70,0.22%,Medium,Bull,Above VWAP,0.46,71,SKIP,$560.02,$560.35,$+0.33,+0.06%,N/A,$561.81,$+1.79,+0.32%,N/A,$560.70,$+0.68,+0.12%,N/A
2024-08-22,$562.56,$562.73,$562.36,$560.72,$556.21,0.25%,Medium,Bull,Above VWAP,0.46,71,SKIP,$562.73,$562.36,$-0.37,-0.06%,N/A,$560.72,$-2.00,-0.36%,N/A,$556.21,$-6.51,-1.16%,N/A
2024-08-23,$559.53,$559.32,$559.78,$561.82,$562.09,0.42%,Medium,Bear,Above VWAP,0.50,14,SKIP,$559.32,$559.78,$+0.46,+0.08%,N/A,$561.82,$+2.50,+0.45%,N/A,$562.09,$+2.77,+0.50%,N/A
2024-08-26,$563.18,$563.35,$563.00,$560.68,$560.73,0.16%,Small,Bull,Above VWAP,0.48,99,SKIP,$563.35,$563.00,$-0.35,-0.06%,N/A,$560.68,$-2.67,-0.47%,N/A,$560.73,$-2.62,-0.47%,N/A
2024-08-27,$559.49,$558.91,$559.83,$561.37,$561.53,-0.14%,Small,Bear,Below VWAP,0.53,79,SKIP,$558.91,$559.83,$+0.92,+0.16%,N/A,$561.37,$+2.46,+0.44%,N/A,$561.53,$+2.62,+0.47%,N/A
2024-08-28,$561.21,$560.95,$561.08,$560.24,$558.33,0.08%,Small,Bear,Below VWAP,0.53,79,SKIP,$560.95,$561.08,$+0.13,+0.02%,N/A,$560.24,$-0.71,-0.13%,N/A,$558.33,$-2.62,-0.47%,N/A
2024-08-29,$560.31,$559.71,$561.10,$562.21,$558.32,1.06%,Large,Bear,Below VWAP,0.47,55,SKIP,$559.71,$561.10,$+1.39,+0.25%,N/A,$562.21,$+2.50,+0.45%,N/A,$558.32,$-1.39,-0.25%,N/A
2024-08-30,$560.77,$561.60,$561.72,$561.08,$563.57,0.34%,Medium,Bull,Above VWAP,0.46,71,SKIP,$561.60,$561.72,$+0.12,+0.02%,N/A,$561.08,$-0.52,-0.09%,N/A,$563.57,$+1.97,+0.35%,N/A
2024-09-03,$560.47,$559.73,$559.08,$556.08,$552.16,-0.53%,Large,Bear,Below VWAP,0.47,55,SKIP,$559.73,$559.08,$-0.65,-0.12%,N/A,$556.08,$-3.65,-0.65%,N/A,$552.16,$-7.57,-1.35%,N/A
2024-09-04,$550.20,$551.54,$552.49,$553.53,$550.84,-0.15%,Small,Bull,Above VWAP,0.48,99,SKIP,$551.54,$552.49,$+0.95,+0.17%,N/A,$553.53,$+1.99,+0.36%,N/A,$550.84,$-0.70,-0.13%,N/A
2024-09-05,$550.89,$551.59,$551.96,$552.15,$549.57,0.11%,Small,Bull,Above VWAP,0.48,99,SKIP,$551.59,$551.96,$+0.37,+0.07%,N/A,$552.15,$+0.56,+0.10%,N/A,$549.57,$-2.02,-0.37%,N/A
2024-09-06,$549.94,$549.94,$547.89,$542.62,$540.43,0.16%,Small,Bear,Above VWAP,0.54,13,SKIP,$549.94,$547.89,$-2.05,-0.37%,N/A,$542.62,$-7.32,-1.33%,N/A,$540.43,$-9.51,-1.73%,N/A
2024-09-09,$544.65,$544.66,$545.30,$543.78,$546.42,1.09%,Large,Bull,Above VWAP,0.42,48,SKIP,$544.66,$545.30,$+0.63,+0.12%,N/A,$543.78,$-0.88,-0.16%,N/A,$546.42,$+1.75,+0.32%,N/A
2024-09-10,$548.36,$548.51,$547.87,$546.33,$548.82,0.22%,Medium,Bull,Above VWAP,0.46,71,SKIP,$548.51,$547.87,$-0.64,-0.12%,N/A,$546.33,$-2.18,-0.40%,N/A,$548.82,$+0.31,+0.06%,N/A
2024-09-11,$548.70,$546.16,$544.69,$540.35,$554.36,0.07%,Small,Bear,Below VWAP,0.53,79,SKIP,$546.16,$544.69,$-1.47,-0.27%,N/A,$540.35,$-5.81,-1.06%,N/A,$554.36,$+8.20,+1.50%,N/A
2024-09-12,$555.01,$554.69,$553.77,$555.58,$559.02,0.13%,Small,Bear,Below VWAP,0.53,79,SKIP,$554.69,$553.77,$-0.92,-0.17%,N/A,$555.58,$+0.89,+0.16%,N/A,$559.02,$+4.33,+0.78%,N/A
2024-09-13,$559.71,$560.83,$560.93,$562.39,$561.94,0.08%,Small,Bull,Above VWAP,0.48,99,SKIP,$560.83,$560.93,$+0.10,+0.02%,N/A,$562.39,$+1.56,+0.28%,N/A,$561.94,$+1.11,+0.20%,N/A
2024-09-16,$561.74,$561.03,$562.48,$561.14,$562.86,0.02%,Small,Bear,Below VWAP,0.53,79,SKIP,$561.03,$562.48,$+1.45,+0.26%,N/A,$561.14,$+0.11,+0.02%,N/A,$562.86,$+1.83,+0.33%,N/A
2024-09-17,$565.10,$565.18,$564.49,$565.97,$563.10,0.47%,Medium,Bull,Above VWAP,0.46,71,SKIP,$565.18,$564.49,$-0.69,-0.12%,N/A,$565.97,$+0.79,+0.14%,N/A,$563.10,$-2.08,-0.37%,N/A
2024-09-18,$563.74,$563.32,$563.00,$563.17,$561.33,0.05%,Small,Bear,Below VWAP,0.53,79,SKIP,$563.32,$563.00,$-0.32,-0.06%,N/A,$563.17,$-0.14,-0.02%,N/A,$561.33,$-1.99,-0.35%,N/A
2024-09-19,$571.01,$569.17,$569.58,$570.78,$570.92,1.06%,Large,Bear,Below VWAP,0.47,55,SKIP,$569.17,$569.58,$+0.41,+0.07%,N/A,$570.78,$+1.61,+0.28%,N/A,$570.92,$+1.75,+0.31%,N/A
2024-09-20,$567.84,$567.85,$567.15,$567.41,$568.10,-0.42%,Medium,Bull,Below VWAP,0.00,4,SKIP,$567.85,$567.15,$-0.70,-0.12%,N/A,$567.41,$-0.44,-0.08%,N/A,$568.10,$+0.25,+0.04%,N/A
2024-09-23,$569.34,$568.96,$568.80,$569.77,$569.60,0.21%,Medium,Bear,Above VWAP,0.50,14,SKIP,$568.96,$568.80,$-0.16,-0.03%,N/A,$569.77,$+0.81,+0.14%,N/A,$569.60,$+0.64,+0.11%,N/A
2024-09-24,$570.48,$569.83,$569.33,$568.24,$571.24,0.21%,Medium,Bear,Below VWAP,0.59,85,CALL,$569.83,$569.33,$-0.50,-0.09%,LOSS,$568.24,$-1.59,-0.28%,LOSS,$571.24,$+1.41,+0.25%,WIN
2024-09-25,$571.14,$571.39,$571.54,$571.17,$570.00,-0.01%,Small,Bull,Above VWAP,0.48,99,SKIP,$571.39,$571.54,$+0.15,+0.03%,N/A,$571.17,$-0.22,-0.04%,N/A,$570.00,$-1.39,-0.24%,N/A
2024-09-26,$574.38,$573.62,$573.54,$572.71,$572.29,0.60%,Large,Bear,Below VWAP,0.47,55,SKIP,$573.62,$573.54,$-0.08,-0.01%,N/A,$572.71,$-0.91,-0.16%,N/A,$572.29,$-1.33,-0.23%,N/A
2024-09-27,$573.39,$572.90,$573.00,$573.55,$571.41,0.17%,Small,Bear,Below VWAP,0.53,79,SKIP,$572.90,$573.00,$+0.10,+0.02%,N/A,$573.55,$+0.65,+0.11%,N/A,$571.41,$-1.49,-0.26%,N/A
2024-09-30,$570.42,$571.01,$570.65,$571.30,$574.02,-0.04%,Small,Bull,Above VWAP,0.48,99,SKIP,$571.01,$570.65,$-0.36,-0.06%,N/A,$571.30,$+0.29,+0.05%,N/A,$574.02,$+3.01,+0.53%,N/A
2024-10-01,$573.40,$570.22,$569.56,$568.25,$568.69,0.03%,Small,Bear,Below VWAP,0.53,79,SKIP,$570.22,$569.56,$-0.66,-0.12%,N/A,$568.25,$-1.97,-0.35%,N/A,$568.69,$-1.53,-0.27%,N/A
2024-10-02,$567.71,$565.34,$567.08,$568.72,$568.85,-0.01%,Small,Bear,Below VWAP,0.53,79,SKIP,$565.34,$567.08,$+1.74,+0.31%,N/A,$568.72,$+3.38,+0.60%,N/A,$568.85,$+3.51,+0.62%,N/A
2024-10-03,$567.36,$567.25,$567.84,$566.86,$567.78,-0.42%,Medium,Bear,Below VWAP,0.59,85,CALL,$567.25,$567.84,$+0.59,+0.10%,WIN,$566.86,$-0.39,-0.07%,LOSS,$567.78,$+0.53,+0.09%,WIN
2024-10-04,$572.35,$571.87,$570.11,$569.35,$572.91,0.80%,Large,Bear,Above VWAP,0.56,16,SKIP,$571.87,$570.11,$-1.76,-0.31%,N/A,$569.35,$-2.52,-0.44%,N/A,$572.91,$+1.04,+0.18%,N/A
2024-10-07,$571.30,$571.05,$570.72,$571.03,$567.81,-0.18%,Small,Bear,Above VWAP,0.54,13,SKIP,$571.05,$570.72,$-0.33,-0.06%,N/A,$571.03,$-0.01,-0.00%,N/A,$567.81,$-3.24,-0.57%,N/A
2024-10-08,$570.42,$569.96,$570.74,$571.93,$573.13,0.48%,Medium,Bear,Above VWAP,0.50,14,SKIP,$569.96,$570.74,$+0.78,+0.14%,N/A,$571.93,$+1.97,+0.35%,N/A,$573.13,$+3.17,+0.56%,N/A
2024-10-09,$573.16,$573.16,$573.53,$574.21,$577.10,0.08%,Small,Bear,Above VWAP,0.54,13,SKIP,$573.16,$573.53,$+0.37,+0.06%,N/A,$574.21,$+1.05,+0.18%,N/A,$577.10,$+3.94,+0.69%,N/A
2024-10-10,$575.77,$575.31,$575.39,$576.00,$576.10,-0.21%,Medium,Bear,Below VWAP,0.59,85,CALL,$575.31,$575.39,$+0.08,+0.01%,WIN,$576.00,$+0.69,+0.12%,WIN,$576.10,$+0.79,+0.14%,WIN
2024-10-11,$576.05,$576.83,$577.39,$579.35,$579.55,-0.12%,Small,Bull,Above VWAP,0.48,99,SKIP,$576.83,$577.39,$+0.56,+0.10%,N/A,$579.35,$+2.52,+0.44%,N/A,$579.55,$+2.72,+0.47%,N/A
2024-10-14,$581.22,$582.07,$583.30,$583.60,$584.28,0.45%,Medium,Bull,Above VWAP,0.46,71,SKIP,$582.07,$583.30,$+1.23,+0.21%,N/A,$583.60,$+1.53,+0.26%,N/A,$584.28,$+2.21,+0.38%,N/A
2024-10-15,$584.59,$584.36,$584.22,$581.91,$579.79,-0.02%,Small,Bear,Below VWAP,0.53,79,SKIP,$584.36,$584.22,$-0.14,-0.02%,N/A,$581.91,$-2.45,-0.42%,N/A,$579.79,$-4.57,-0.78%,N/A
2024-10-16,$579.78,$579.06,$579.15,$579.63,$582.24,-0.01%,Small,Bear,Below VWAP,0.53,79,SKIP,$579.06,$579.15,$+0.09,+0.02%,N/A,$579.63,$+0.57,+0.10%,N/A,$582.24,$+3.18,+0.55%,N/A
2024-10-17,$585.91,$584.26,$584.06,$583.25,$582.28,0.75%,Large,Bear,Below VWAP,0.47,55,SKIP,$584.26,$584.06,$-0.20,-0.03%,N/A,$583.25,$-1.01,-0.17%,N/A,$582.28,$-1.98,-0.34%,N/A
2024-10-18,$584.07,$583.88,$583.28,$583.74,$584.57,0.20%,Medium,Bear,Above VWAP,0.50,14,SKIP,$583.88,$583.28,$-0.60,-0.10%,N/A,$583.74,$-0.14,-0.02%,N/A,$584.57,$+0.69,+0.12%,N/A
2024-10-21,$583.85,$584.05,$584.04,$583.12,$583.67,-0.15%,Small,Bull,Above VWAP,0.48,99,SKIP,$584.05,$584.04,$-0.01,-0.00%,N/A,$583.12,$-0.93,-0.16%,N/A,$583.67,$-0.38,-0.07%,N/A
2024-10-22,$581.05,$580.92,$581.32,$581.17,$583.32,-0.44%,Medium,Bear,Above VWAP,0.50,14,SKIP,$580.92,$581.32,$+0.40,+0.07%,N/A,$581.17,$+0.25,+0.04%,N/A,$583.32,$+2.40,+0.41%,N/A
2024-10-23,$581.26,$581.19,$581.31,$581.33,$577.93,-0.31%,Medium,Bear,Below VWAP,0.59,85,CALL,$581.19,$581.31,$+0.12,+0.02%,WIN,$581.33,$+0.14,+0.02%,WIN,$577.93,$-3.26,-0.56%,LOSS
2024-10-24,$579.98,$579.08,$579.39,$579.56,$579.18,0.25%,Medium,Bear,Below VWAP,0.59,85,CALL,$579.08,$579.39,$+0.31,+0.05%,WIN,$579.56,$+0.48,+0.08%,WIN,$579.18,$+0.10,+0.02%,WIN
2024-10-25,$581.51,$582.55,$583.30,$583.71,$579.01,0.37%,Medium,Bull,Above VWAP,0.46,71,SKIP,$582.55,$583.30,$+0.75,+0.13%,N/A,$583.71,$+1.15,+0.20%,N/A,$579.01,$-3.54,-0.61%,N/A
2024-10-28,$582.58,$581.65,$581.49,$582.24,$580.77,0.80%,Large,Bear,Below VWAP,0.47,55,SKIP,$581.65,$581.49,$-0.16,-0.03%,N/A,$582.24,$+0.59,+0.10%,N/A,$580.77,$-0.88,-0.15%,N/A
2024-10-29,$579.85,$579.35,$579.97,$581.31,$581.70,-0.15%,Small,Bear,Below VWAP,0.53,79,SKIP,$579.35,$579.97,$+0.62,+0.11%,N/A,$581.31,$+1.96,+0.34%,N/A,$581.70,$+2.35,+0.41%,N/A
2024-10-30,$581.29,$579.77,$581.85,$582.69,$579.97,-0.30%,Medium,Bear,Below VWAP,0.59,85,CALL,$579.77,$581.85,$+2.08,+0.36%,WIN,$582.69,$+2.92,+0.50%,WIN,$579.97,$+0.20,+0.03%,WIN
