Date,9:30 Open,9:30 Close,9:45 Close,10:30 Close,Gap %,Gap Bucket,Direction,VWAP Pos,Rev Prob,Trade,Entry,Exit_945,Price Chg_945,Price Chg %_945,Result_945,Exit_1030,Price Chg_1030,Price Chg %_1030,Result_1030
2024-07-16,$562.87,$563.11,$563.08,$563.30,0.11%,Small,Bull,Above VWAP,0.50,SKIP,$563.11,$563.08,$-0.03,-0.01%,N/A,$563.30,$+0.19,+0.03%,N/A
2024-07-17,$558.80,$559.46,$559.88,$558.83,-0.99%,Large,Bull,Below VWAP,0.00,CALL,$559.46,$559.88,$+0.42,+0.08%,WIN,$558.83,$-0.62,-0.11%,LOSS
2024-07-18,$558.51,$558.00,$558.85,$556.27,0.08%,Small,Bear,Below VWAP,0.56,CALL,$558.00,$558.85,$+0.85,+0.15%,WIN,$556.27,$-1.73,-0.31%,LOSS
2024-07-19,$552.42,$552.90,$552.99,$550.66,-0.21%,Medium,Bull,Below VWAP,0.30,CALL,$552.90,$552.99,$+0.09,+0.02%,WIN,$550.66,$-2.24,-0.41%,LOSS
2024-07-22,$553.00,$553.53,$552.66,$554.35,0.72%,Large,Bull,Above VWAP,0.41,SKIP,$553.53,$552.66,$-0.87,-0.16%,N/A,$554.35,$+0.82,+0.15%,N/A
2024-07-23,$554.54,$555.62,$555.52,$555.37,0.05%,Small,Bull,Above VWAP,0.50,SKIP,$555.62,$555.52,$-0.10,-0.02%,N/A,$555.37,$-0.25,-0.04%,N/A
2024-07-24,$548.86,$547.94,$546.76,$545.49,-0.45%,Medium,Bear,Below VWAP,0.49,SKIP,$547.94,$546.76,$-1.18,-0.22%,N/A,$545.49,$-2.45,-0.45%,N/A
2024-07-25,$541.35,$540.90,$539.86,$541.30,-0.20%,Medium,Bear,Above VWAP,0.50,SKIP,$540.90,$539.86,$-1.04,-0.19%,N/A,$541.30,$+0.40,+0.07%,N/A
2024-07-26,$542.28,$543.00,$542.90,$542.46,0.55%,Large,Bull,Above VWAP,0.41,SKIP,$543.00,$542.90,$-0.10,-0.02%,N/A,$542.46,$-0.54,-0.10%,N/A
2024-07-29,$546.02,$546.00,$546.63,$545.37,0.32%,Medium,Bear,Above VWAP,0.50,SKIP,$546.00,$546.63,$+0.63,+0.12%,N/A,$545.37,$-0.63,-0.12%,N/A
2024-07-30,$546.26,$546.59,$546.25,$544.45,0.52%,Large,Bull,Above VWAP,0.41,SKIP,$546.59,$546.25,$-0.34,-0.06%,N/A,$544.45,$-2.13,-0.39%,N/A
2024-07-31,$548.98,$547.76,$548.74,$550.62,1.15%,Large,Bear,Below VWAP,0.57,CALL,$547.76,$548.74,$+0.98,+0.18%,WIN,$550.62,$+2.86,+0.52%,WIN
2024-08-01,$552.57,$554.58,$554.04,$548.70,-0.16%,Small,Bull,Above VWAP,0.50,SKIP,$554.58,$554.04,$-0.54,-0.10%,N/A,$548.70,$-5.88,-1.06%,N/A
2024-08-02,$535.75,$536.19,$534.13,$529.69,-0.99%,Large,Bull,Above VWAP,0.41,SKIP,$536.19,$534.13,$-2.06,-0.38%,N/A,$529.69,$-6.50,-1.21%,N/A
2024-08-05,$511.64,$514.11,$515.22,$516.21,-3.69%,Large,Bull,Above VWAP,0.41,SKIP,$514.11,$515.22,$+1.11,+0.22%,N/A,$516.21,$+2.10,+0.41%,N/A
2024-08-06,$519.22,$518.53,$521.89,$524.96,-0.71%,Large,Bear,Below VWAP,0.57,CALL,$518.53,$521.89,$+3.36,+0.65%,WIN,$524.96,$+6.43,+1.24%,WIN
2024-08-07,$528.47,$529.85,$531.01,$530.09,1.64%,Large,Bull,Above VWAP,0.41,SKIP,$529.85,$531.01,$+1.16,+0.22%,N/A,$530.09,$+0.25,+0.05%,N/A
2024-08-08,$523.91,$522.98,$525.04,$527.22,1.54%,Large,Bear,Above VWAP,0.58,CALL,$522.98,$525.04,$+2.06,+0.39%,WIN,$527.22,$+4.24,+0.81%,WIN
2024-08-09,$529.81,$529.25,$529.27,$530.13,-0.33%,Medium,Bear,Below VWAP,0.49,SKIP,$529.25,$529.27,$+0.02,+0.00%,N/A,$530.13,$+0.88,+0.17%,N/A
2024-08-12,$534.21,$532.04,$531.41,$534.64,0.23%,Medium,Bear,Below VWAP,0.49,SKIP,$532.04,$531.41,$-0.63,-0.12%,N/A,$534.64,$+2.60,+0.49%,N/A
2024-08-13,$536.53,$537.59,$537.78,$537.68,0.61%,Large,Bull,Above VWAP,0.41,SKIP,$537.59,$537.78,$+0.19,+0.04%,N/A,$537.68,$+0.09,+0.02%,N/A
2024-08-14,$542.85,$541.65,$541.49,$541.19,0.17%,Small,Bear,Below VWAP,0.56,CALL,$541.65,$541.49,$-0.16,-0.03%,LOSS,$541.19,$-0.46,-0.08%,LOSS
2024-08-15,$549.50,$549.28,$550.17,$550.89,1.06%,Large,Bear,Above VWAP,0.58,CALL,$549.28,$550.17,$+0.89,+0.16%,WIN,$550.89,$+1.61,+0.29%,WIN
2024-08-16,$551.42,$551.96,$552.27,$552.51,-0.38%,Medium,Bull,Above VWAP,0.44,SKIP,$551.96,$552.27,$+0.31,+0.06%,N/A,$552.51,$+0.55,+0.10%,N/A
2024-08-19,$554.73,$555.17,$554.98,$555.60,0.15%,Small,Bull,Above VWAP,0.50,SKIP,$555.17,$554.98,$-0.19,-0.03%,N/A,$555.60,$+0.43,+0.08%,N/A
2024-08-20,$559.15,$560.10,$560.75,$557.98,-0.03%,Small,Bull,Above VWAP,0.50,SKIP,$560.10,$560.75,$+0.64,+0.12%,N/A,$557.98,$-2.12,-0.38%,N/A
2024-08-21,$559.77,$560.02,$560.35,$561.81,0.22%,Medium,Bull,Above VWAP,0.44,SKIP,$560.02,$560.35,$+0.33,+0.06%,N/A,$561.81,$+1.79,+0.32%,N/A
2024-08-22,$562.56,$562.73,$562.36,$560.72,0.25%,Medium,Bull,Above VWAP,0.44,SKIP,$562.73,$562.36,$-0.37,-0.06%,N/A,$560.72,$-2.00,-0.36%,N/A
2024-08-23,$559.53,$559.32,$559.78,$561.82,0.42%,Medium,Bear,Above VWAP,0.50,SKIP,$559.32,$559.78,$+0.46,+0.08%,N/A,$561.82,$+2.50,+0.45%,N/A
2024-08-26,$563.18,$563.35,$563.00,$560.68,0.16%,Small,Bull,Above VWAP,0.50,SKIP,$563.35,$563.00,$-0.35,-0.06%,N/A,$560.68,$-2.67,-0.47%,N/A
2024-08-27,$559.49,$558.91,$559.83,$561.37,-0.14%,Small,Bear,Below VWAP,0.56,CALL,$558.91,$559.83,$+0.92,+0.16%,WIN,$561.37,$+2.46,+0.44%,WIN
2024-08-28,$561.21,$560.95,$561.08,$560.24,0.08%,Small,Bear,Below VWAP,0.56,CALL,$560.95,$561.08,$+0.13,+0.02%,WIN,$560.24,$-0.71,-0.13%,LOSS
2024-08-29,$560.31,$559.71,$561.10,$562.21,1.06%,Large,Bear,Below VWAP,0.57,CALL,$559.71,$561.10,$+1.39,+0.25%,WIN,$562.21,$+2.50,+0.45%,WIN
2024-08-30,$560.77,$561.60,$561.72,$561.08,0.34%,Medium,Bull,Above VWAP,0.44,SKIP,$561.60,$561.72,$+0.12,+0.02%,N/A,$561.08,$-0.52,-0.09%,N/A
2024-09-03,$560.47,$559.73,$559.08,$556.08,-0.53%,Large,Bear,Below VWAP,0.57,CALL,$559.73,$559.08,$-0.65,-0.12%,LOSS,$556.08,$-3.65,-0.65%,LOSS
2024-09-04,$550.20,$551.54,$552.49,$553.53,-0.15%,Small,Bull,Above VWAP,0.50,SKIP,$551.54,$552.49,$+0.95,+0.17%,N/A,$553.53,$+1.99,+0.36%,N/A
2024-09-05,$550.89,$551.59,$551.96,$552.15,0.11%,Small,Bull,Above VWAP,0.50,SKIP,$551.59,$551.96,$+0.37,+0.07%,N/A,$552.15,$+0.56,+0.10%,N/A
2024-09-06,$549.94,$549.94,$547.89,$542.62,0.16%,Small,Bear,Above VWAP,0.54,SKIP,$549.94,$547.89,$-2.05,-0.37%,N/A,$542.62,$-7.32,-1.33%,N/A
2024-09-09,$544.65,$544.66,$545.30,$543.78,1.09%,Large,Bull,Above VWAP,0.41,SKIP,$544.66,$545.30,$+0.63,+0.12%,N/A,$543.78,$-0.88,-0.16%,N/A
2024-09-10,$548.36,$548.51,$547.87,$546.33,0.22%,Medium,Bull,Above VWAP,0.44,SKIP,$548.51,$547.87,$-0.64,-0.12%,N/A,$546.33,$-2.18,-0.40%,N/A
2024-09-11,$548.70,$546.16,$544.69,$540.35,0.07%,Small,Bear,Below VWAP,0.56,CALL,$546.16,$544.69,$-1.47,-0.27%,LOSS,$540.35,$-5.81,-1.06%,LOSS
2024-09-12,$555.01,$554.69,$553.77,$555.58,0.13%,Small,Bear,Below VWAP,0.56,CALL,$554.69,$553.77,$-0.92,-0.17%,LOSS,$555.58,$+0.89,+0.16%,WIN
2024-09-13,$559.71,$560.83,$560.93,$562.39,0.08%,Small,Bull,Above VWAP,0.50,SKIP,$560.83,$560.93,$+0.10,+0.02%,N/A,$562.39,$+1.56,+0.28%,N/A
2024-09-16,$561.74,$561.03,$562.48,$561.14,0.02%,Small,Bear,Below VWAP,0.56,CALL,$561.03,$562.48,$+1.45,+0.26%,WIN,$561.14,$+0.11,+0.02%,WIN
2024-09-17,$565.10,$565.18,$564.49,$565.97,0.47%,Medium,Bull,Above VWAP,0.44,SKIP,$565.18,$564.49,$-0.69,-0.12%,N/A,$565.97,$+0.79,+0.14%,N/A
2024-09-18,$563.74,$563.32,$563.00,$563.17,0.05%,Small,Bear,Below VWAP,0.56,CALL,$563.32,$563.00,$-0.32,-0.06%,LOSS,$563.17,$-0.14,-0.02%,LOSS
2024-09-19,$571.01,$569.17,$569.58,$570.78,1.06%,Large,Bear,Below VWAP,0.57,CALL,$569.17,$569.58,$+0.41,+0.07%,WIN,$570.78,$+1.61,+0.28%,WIN
2024-09-20,$567.84,$567.85,$567.15,$567.41,-0.42%,Medium,Bull,Below VWAP,0.30,CALL,$567.85,$567.15,$-0.70,-0.12%,LOSS,$567.41,$-0.44,-0.08%,LOSS
2024-09-23,$569.34,$568.96,$568.80,$569.77,0.21%,Medium,Bear,Above VWAP,0.50,SKIP,$568.96,$568.80,$-0.16,-0.03%,N/A,$569.77,$+0.81,+0.14%,N/A
2024-09-24,$570.48,$569.83,$569.33,$568.24,0.21%,Medium,Bear,Below VWAP,0.49,SKIP,$569.83,$569.33,$-0.50,-0.09%,N/A,$568.24,$-1.59,-0.28%,N/A
2024-09-25,$571.14,$571.39,$571.54,$571.17,-0.01%,Small,Bull,Above VWAP,0.50,SKIP,$571.39,$571.54,$+0.15,+0.03%,N/A,$571.17,$-0.22,-0.04%,N/A
2024-09-26,$574.38,$573.62,$573.54,$572.71,0.60%,Large,Bear,Below VWAP,0.57,CALL,$573.62,$573.54,$-0.08,-0.01%,LOSS,$572.71,$-0.91,-0.16%,LOSS
2024-09-27,$573.39,$572.90,$573.00,$573.55,0.17%,Small,Bear,Below VWAP,0.56,CALL,$572.90,$573.00,$+0.10,+0.02%,WIN,$573.55,$+0.65,+0.11%,WIN
2024-09-30,$570.42,$571.01,$570.65,$571.30,-0.04%,Small,Bull,Above VWAP,0.50,SKIP,$571.01,$570.65,$-0.36,-0.06%,N/A,$571.30,$+0.29,+0.05%,N/A
2024-10-01,$573.40,$570.22,$569.56,$568.25,0.03%,Small,Bear,Below VWAP,0.56,CALL,$570.22,$569.56,$-0.66,-0.12%,LOSS,$568.25,$-1.97,-0.35%,LOSS
2024-10-02,$567.71,$565.34,$567.08,$568.72,-0.01%,Small,Bear,Below VWAP,0.56,CALL,$565.34,$567.08,$+1.74,+0.31%,WIN,$568.72,$+3.38,+0.60%,WIN
2024-10-03,$567.36,$567.25,$567.84,$566.86,-0.42%,Medium,Bear,Below VWAP,0.49,SKIP,$567.25,$567.84,$+0.59,+0.10%,N/A,$566.86,$-0.39,-0.07%,N/A
2024-10-04,$572.35,$571.87,$570.11,$569.35,0.80%,Large,Bear,Above VWAP,0.58,CALL,$571.87,$570.11,$-1.76,-0.31%,LOSS,$569.35,$-2.52,-0.44%,LOSS
2024-10-07,$571.30,$571.05,$570.72,$571.03,-0.18%,Small,Bear,Above VWAP,0.54,SKIP,$571.05,$570.72,$-0.33,-0.06%,N/A,$571.03,$-0.01,-0.00%,N/A
2024-10-08,$570.42,$569.96,$570.74,$571.93,0.48%,Medium,Bear,Above VWAP,0.50,SKIP,$569.96,$570.74,$+0.78,+0.14%,N/A,$571.93,$+1.97,+0.35%,N/A
2024-10-09,$573.16,$573.16,$573.53,$574.21,0.08%,Small,Bear,Above VWAP,0.54,SKIP,$573.16,$573.53,$+0.37,+0.06%,N/A,$574.21,$+1.05,+0.18%,N/A
2024-10-10,$575.77,$575.31,$575.39,$576.00,-0.21%,Medium,Bear,Below VWAP,0.49,SKIP,$575.31,$575.39,$+0.08,+0.01%,N/A,$576.00,$+0.69,+0.12%,N/A
2024-10-11,$576.05,$576.83,$577.39,$579.35,-0.12%,Small,Bull,Above VWAP,0.50,SKIP,$576.83,$577.39,$+0.56,+0.10%,N/A,$579.35,$+2.52,+0.44%,N/A
2024-10-14,$581.22,$582.07,$583.30,$583.60,0.45%,Medium,Bull,Above VWAP,0.44,SKIP,$582.07,$583.30,$+1.23,+0.21%,N/A,$583.60,$+1.53,+0.26%,N/A
2024-10-15,$584.59,$584.36,$584.22,$581.91,-0.02%,Small,Bear,Below VWAP,0.56,CALL,$584.36,$584.22,$-0.14,-0.02%,LOSS,$581.91,$-2.45,-0.42%,LOSS
2024-10-16,$579.78,$579.06,$579.15,$579.63,-0.01%,Small,Bear,Below VWAP,0.56,CALL,$579.06,$579.15,$+0.09,+0.02%,WIN,$579.63,$+0.57,+0.10%,WIN
2024-10-17,$585.91,$584.26,$584.06,$583.25,0.75%,Large,Bear,Below VWAP,0.57,CALL,$584.26,$584.06,$-0.20,-0.03%,LOSS,$583.25,$-1.01,-0.17%,LOSS
2024-10-18,$584.07,$583.88,$583.28,$583.74,0.20%,Medium,Bear,Above VWAP,0.50,SKIP,$583.88,$583.28,$-0.60,-0.10%,N/A,$583.74,$-0.14,-0.02%,N/A
2024-10-21,$583.85,$584.05,$584.04,$583.12,-0.15%,Small,Bull,Above VWAP,0.50,SKIP,$584.05,$584.04,$-0.01,-0.00%,N/A,$583.12,$-0.93,-0.16%,N/A
2024-10-22,$581.05,$580.92,$581.32,$581.17,-0.44%,Medium,Bear,Above VWAP,0.50,SKIP,$580.92,$581.32,$+0.40,+0.07%,N/A,$581.17,$+0.25,+0.04%,N/A
2024-10-23,$581.26,$581.19,$581.31,$581.33,-0.31%,Medium,Bear,Below VWAP,0.49,SKIP,$581.19,$581.31,$+0.12,+0.02%,N/A,$581.33,$+0.14,+0.02%,N/A
2024-10-24,$579.98,$579.08,$579.39,$579.56,0.25%,Medium,Bear,Below VWAP,0.49,SKIP,$579.08,$579.39,$+0.31,+0.05%,N/A,$579.56,$+0.48,+0.08%,N/A
2024-10-25,$581.51,$582.55,$583.30,$583.71,0.37%,Medium,Bull,Above VWAP,0.44,SKIP,$582.55,$583.30,$+0.75,+0.13%,N/A,$583.71,$+1.15,+0.20%,N/A
2024-10-28,$582.58,$581.65,$581.49,$582.24,0.80%,Large,Bear,Below VWAP,0.57,CALL,$581.65,$581.49,$-0.16,-0.03%,LOSS,$582.24,$+0.59,+0.10%,WIN
2024-10-29,$579.85,$579.35,$579.97,$581.31,-0.15%,Small,Bear,Below VWAP,0.56,CALL,$579.35,$579.97,$+0.62,+0.11%,WIN,$581.31,$+1.96,+0.34%,WIN
2024-10-30,$581.29,$579.77,$581.85,$582.69,-0.30%,Medium,Bear,Below VWAP,0.49,SKIP,$579.77,$581.85,$+2.08,+0.36%,N/A,$582.69,$+2.92,+0.50%,N/A
2024-10-31,$575.56,$575.04,$573.76,$571.82,-0.40%,Medium,Bear,Below VWAP,0.49,SKIP,$575.04,$573.76,$-1.28,-0.22%,N/A,$571.82,$-3.22,-0.56%,N/A
2024-11-01,$571.32,$572.76,$573.12,$573.73,0.34%,Medium,Bull,Above VWAP,0.44,SKIP,$572.76,$573.12,$+0.36,+0.06%,N/A,$573.73,$+0.97,+0.17%,N/A
2024-11-04,$571.18,$571.03,$571.52,$571.92,-0.02%,Small,Bear,Above VWAP,0.54,SKIP,$571.03,$571.52,$+0.49,+0.09%,N/A,$571.92,$+0.89,+0.16%,N/A
2024-11-05,$570.74,$572.23,$573.98,$574.90,0.20%,Medium,Bull,Above VWAP,0.44,SKIP,$572.23,$573.98,$+1.75,+0.31%,N/A,$574.90,$+2.67,+0.47%,N/A
2024-11-06,$589.20,$587.94,$586.11,$587.40,1.75%,Large,Bear,Below VWAP,0.57,CALL,$587.94,$586.11,$-1.83,-0.31%,LOSS,$587.40,$-0.54,-0.09%,LOSS
2024-11-07,$593.08,$593.19,$594.00,$594.58,0.44%,Medium,Bull,Above VWAP,0.44,SKIP,$593.19,$594.00,$+0.81,+0.14%,N/A,$594.58,$+1.39,+0.23%,N/A
2024-11-08,$596.17,$596.43,$597.16,$597.52,0.07%,Small,Bull,Above VWAP,0.50,SKIP,$596.43,$597.16,$+0.73,+0.12%,N/A,$597.52,$+1.09,+0.18%,N/A
2024-11-11,$599.81,$599.38,$599.16,$599.16,0.30%,Medium,Bear,Below VWAP,0.49,SKIP,$599.38,$599.16,$-0.22,-0.04%,N/A,$599.16,$-0.22,-0.04%,N/A
2024-11-12,$598.68,$599.04,$598.95,$597.57,0.09%,Small,Bull,Above VWAP,0.50,SKIP,$599.04,$598.95,$-0.09,-0.02%,N/A,$597.57,$-1.47,-0.25%,N/A
2024-11-13,$597.37,$597.72,$597.10,$596.92,0.21%,Medium,Bull,Above VWAP,0.44,SKIP,$597.72,$597.10,$-0.62,-0.10%,N/A,$596.92,$-0.80,-0.13%,N/A
2024-11-14,$597.32,$595.92,$596.41,$596.90,-0.02%,Small,Bear,Below VWAP,0.56,CALL,$595.92,$596.41,$+0.49,+0.08%,WIN,$596.90,$+0.98,+0.16%,WIN
2024-11-15,$589.72,$589.28,$588.66,$586.74,-0.37%,Medium,Bear,Below VWAP,0.49,SKIP,$589.28,$588.66,$-0.62,-0.11%,N/A,$586.74,$-2.54,-0.43%,N/A
2024-11-18,$586.22,$586.11,$585.72,$588.07,0.00%,Small,Bear,Above VWAP,0.54,SKIP,$586.11,$585.72,$-0.39,-0.07%,N/A,$588.07,$+1.96,+0.33%,N/A
2024-11-19,$584.71,$585.67,$585.25,$587.53,-0.57%,Large,Bull,Above VWAP,0.41,SKIP,$585.67,$585.25,$-0.42,-0.07%,N/A,$587.53,$+1.86,+0.32%,N/A
2024-11-20,$590.38,$588.31,$587.43,$586.85,-0.17%,Small,Bear,Below VWAP,0.56,CALL,$588.31,$587.43,$-0.88,-0.15%,LOSS,$586.85,$-1.46,-0.25%,LOSS
2024-11-21,$593.40,$589.87,$589.78,$589.01,0.83%,Large,Bear,Below VWAP,0.57,CALL,$589.87,$589.78,$-0.09,-0.02%,LOSS,$589.01,$-0.86,-0.15%,LOSS
2024-11-22,$593.66,$595.58,$595.97,$595.52,0.12%,Small,Bull,Above VWAP,0.50,SKIP,$595.58,$595.97,$+0.39,+0.07%,N/A,$595.52,$-0.06,-0.01%,N/A
2024-11-25,$599.52,$600.48,$599.26,$598.90,0.51%,Large,Bull,Above VWAP,0.41,SKIP,$600.48,$599.26,$-1.22,-0.20%,N/A,$598.90,$-1.58,-0.26%,N/A
2024-11-26,$598.80,$598.75,$599.02,$599.32,0.59%,Large,Bear,Below VWAP,0.57,CALL,$598.75,$599.02,$+0.27,+0.05%,WIN,$599.32,$+0.57,+0.09%,WIN
2024-11-27,$600.46,$600.57,$600.44,$599.55,-0.11%,Small,Bull,Above VWAP,0.50,SKIP,$600.57,$600.44,$-0.13,-0.02%,N/A,$599.55,$-1.02,-0.17%,N/A
2024-11-29,$599.66,$600.31,$600.71,$601.63,0.04%,Small,Bull,Above VWAP,0.50,SKIP,$600.31,$600.71,$+0.40,+0.07%,N/A,$601.63,$+1.32,+0.22%,N/A
2024-12-02,$602.97,$602.88,$602.87,$603.34,-0.02%,Small,Bear,Below VWAP,0.56,CALL,$602.88,$602.87,$-0.02,-0.00%,LOSS,$603.34,$+0.46,+0.08%,WIN
2024-12-03,$603.39,$602.87,$603.35,$602.64,-0.04%,Small,Bear,Below VWAP,0.56,CALL,$602.87,$603.35,$+0.48,+0.08%,WIN,$602.64,$-0.23,-0.04%,LOSS
2024-12-04,$605.63,$605.69,$605.89,$606.13,0.24%,Medium,Bull,Below VWAP,0.30,CALL,$605.69,$605.89,$+0.20,+0.03%,WIN,$606.13,$+0.44,+0.07%,WIN
2024-12-05,$607.66,$607.63,$607.79,$607.19,0.13%,Small,Bear,Above VWAP,0.54,SKIP,$607.63,$607.79,$+0.15,+0.03%,N/A,$607.19,$-0.44,-0.07%,N/A
2024-12-06,$607.44,$608.20,$608.98,$608.61,0.20%,Medium,Bull,Above VWAP,0.44,SKIP,$608.20,$608.98,$+0.78,+0.13%,N/A,$608.61,$+0.41,+0.07%,N/A
2024-12-09,$607.69,$607.32,$607.46,$605.98,0.05%,Small,Bear,Below VWAP,0.56,CALL,$607.32,$607.46,$+0.14,+0.02%,WIN,$605.98,$-1.34,-0.22%,LOSS
2024-12-10,$605.37,$604.90,$605.09,$605.56,0.16%,Small,Bear,Below VWAP,0.56,CALL,$604.90,$605.09,$+0.19,+0.03%,WIN,$605.56,$+0.66,+0.11%,WIN
2024-12-11,$605.78,$606.02,$606.61,$606.87,0.43%,Medium,Bull,Above VWAP,0.44,SKIP,$606.02,$606.61,$+0.59,+0.10%,N/A,$606.87,$+0.85,+0.14%,N/A
2024-12-12,$606.58,$606.39,$606.20,$606.43,-0.03%,Small,Bear,Above VWAP,0.54,SKIP,$606.39,$606.20,$-0.19,-0.03%,N/A,$606.43,$+0.04,+0.01%,N/A
2024-12-13,$606.40,$606.83,$606.15,$603.83,0.17%,Small,Bull,Above VWAP,0.50,SKIP,$606.83,$606.15,$-0.68,-0.11%,N/A,$603.83,$-3.00,-0.49%,N/A
2024-12-16,$606.00,$605.72,$606.27,$606.87,0.36%,Medium,Bear,Below VWAP,0.49,SKIP,$605.72,$606.27,$+0.55,+0.09%,N/A,$606.87,$+1.15,+0.19%,N/A
2024-12-17,$604.19,$604.52,$604.40,$603.64,-0.30%,Medium,Bull,Above VWAP,0.44,SKIP,$604.52,$604.40,$-0.12,-0.02%,N/A,$603.64,$-0.88,-0.15%,N/A
2024-12-18,$603.98,$603.83,$604.61,$606.08,-0.02%,Small,Bear,Below VWAP,0.56,CALL,$603.83,$604.61,$+0.78,+0.13%,WIN,$606.08,$+2.25,+0.37%,WIN
2024-12-19,$591.36,$591.14,$590.53,$589.60,0.60%,Large,Bear,Below VWAP,0.57,CALL,$591.14,$590.53,$-0.61,-0.10%,LOSS,$589.60,$-1.54,-0.26%,LOSS
2024-12-20,$581.77,$582.84,$582.06,$588.51,-0.43%,Medium,Bull,Above VWAP,0.44,SKIP,$582.84,$582.06,$-0.78,-0.13%,N/A,$588.51,$+5.67,+0.97%,N/A
2024-12-23,$590.89,$590.57,$590.45,$589.17,-0.21%,Medium,Bear,Below VWAP,0.49,SKIP,$590.57,$590.45,$-0.12,-0.02%,N/A,$589.17,$-1.40,-0.24%,N/A
2024-12-24,$596.06,$596.79,$597.20,$599.25,0.24%,Medium,Bull,Above VWAP,0.44,SKIP,$596.79,$597.20,$+0.41,+0.07%,N/A,$599.25,$+2.46,+0.41%,N/A
2024-12-26,$599.50,$599.87,$599.90,$599.97,-0.27%,Medium,Bull,Above VWAP,0.44,SKIP,$599.87,$599.90,$+0.03,+0.01%,N/A,$599.97,$+0.10,+0.02%,N/A
2024-12-27,$597.54,$596.52,$596.82,$593.89,-0.48%,Medium,Bear,Below VWAP,0.49,SKIP,$596.52,$596.82,$+0.30,+0.05%,N/A,$593.89,$-2.63,-0.44%,N/A
2024-12-30,$587.89,$586.15,$585.22,$586.66,-1.20%,Large,Bear,Below VWAP,0.57,CALL,$586.15,$585.22,$-0.93,-0.16%,LOSS,$586.66,$+0.51,+0.09%,WIN
2024-12-31,$589.90,$589.12,$590.01,$588.85,0.44%,Medium,Bear,Below VWAP,0.49,SKIP,$589.12,$590.01,$+0.89,+0.15%,N/A,$588.85,$-0.27,-0.05%,N/A
2025-01-02,$589.39,$587.14,$590.17,$587.05,0.49%,Medium,Bear,Below VWAP,0.49,SKIP,$587.14,$590.17,$+3.03,+0.52%,N/A,$587.05,$-0.09,-0.02%,N/A
2025-01-03,$587.53,$589.29,$588.01,$588.98,0.29%,Medium,Bull,Above VWAP,0.44,SKIP,$589.29,$588.01,$-1.28,-0.22%,N/A,$588.98,$-0.31,-0.05%,N/A
2025-01-06,$596.27,$597.19,$597.88,$598.45,0.71%,Large,Bull,Above VWAP,0.41,SKIP,$597.19,$597.88,$+0.69,+0.12%,N/A,$598.45,$+1.26,+0.21%,N/A
2025-01-07,$597.42,$596.91,$596.34,$591.28,0.31%,Medium,Bear,Above VWAP,0.50,SKIP,$596.91,$596.34,$-0.57,-0.10%,N/A,$591.28,$-5.63,-0.94%,N/A
2025-01-08,$588.70,$587.79,$587.38,$587.20,-0.13%,Small,Bear,Below VWAP,0.56,CALL,$587.79,$587.38,$-0.41,-0.07%,LOSS,$587.20,$-0.59,-0.10%,LOSS
2025-01-10,$585.88,$584.48,$582.98,$581.98,-0.39%,Medium,Bear,Below VWAP,0.49,SKIP,$584.48,$582.98,$-1.50,-0.26%,N/A,$581.98,$-2.50,-0.43%,N/A
2025-01-13,$575.77,$576.87,$577.87,$578.65,-0.69%,Large,Bull,Above VWAP,0.41,SKIP,$576.87,$577.87,$+1.00,+0.17%,N/A,$578.65,$+1.78,+0.31%,N/A
2025-01-14,$584.36,$584.81,$582.30,$583.52,0.20%,Small,Bull,Above VWAP,0.50,SKIP,$584.81,$582.30,$-2.51,-0.43%,N/A,$583.52,$-1.29,-0.22%,N/A
2025-01-15,$590.33,$591.16,$591.93,$591.71,1.32%,Large,Bull,Above VWAP,0.41,SKIP,$591.16,$591.93,$+0.77,+0.13%,N/A,$591.71,$+0.55,+0.09%,N/A
2025-01-16,$594.17,$593.15,$592.18,$592.44,0.09%,Small,Bear,Below VWAP,0.56,CALL,$593.15,$592.18,$-0.97,-0.16%,LOSS,$592.44,$-0.71,-0.12%,LOSS
2025-01-17,$596.96,$596.12,$596.29,$597.41,0.92%,Large,Bear,Above VWAP,0.58,CALL,$596.12,$596.29,$+0.17,+0.03%,WIN,$597.41,$+1.29,+0.22%,WIN
2025-01-21,$600.67,$600.18,$600.52,$600.38,0.50%,Medium,Bear,Below VWAP,0.49,SKIP,$600.18,$600.52,$+0.34,+0.06%,N/A,$600.38,$+0.20,+0.03%,N/A
2025-01-22,$605.92,$605.76,$606.49,$606.98,0.26%,Medium,Bear,Above VWAP,0.50,SKIP,$605.76,$606.49,$+0.73,+0.12%,N/A,$606.98,$+1.22,+0.20%,N/A
2025-01-23,$605.80,$606.17,$606.23,$606.52,-0.01%,Small,Bull,Above VWAP,0.50,SKIP,$606.17,$606.23,$+0.05,+0.01%,N/A,$606.52,$+0.35,+0.06%,N/A
2025-01-24,$609.81,$610.22,$610.33,$609.28,0.13%,Small,Bull,Above VWAP,0.50,SKIP,$610.22,$610.33,$+0.12,+0.02%,N/A,$609.28,$-0.94,-0.15%,N/A
2025-01-27,$594.81,$597.57,$598.62,$599.47,-2.09%,Large,Bull,Above VWAP,0.41,SKIP,$597.57,$598.62,$+1.05,+0.18%,N/A,$599.47,$+1.89,+0.32%,N/A
